"GPA","Number_Of_Professional_Connections","Major","Graduation_Year","Height","Number_Of_Credits","Number_Of_Parking_Tickets","HP","GC","predEarnings"
2.01,15,"Humanities",2012,71.11,125,5,1066.65,251500,10211.6081595238
2.38,6,"Humanities",2006,65.88,126,1,395.28,252756,10238.7937285714
2.42,6,"Humanities",1971,70.03,121,0,420.18,238491,10240.359
2.64,15,"Humanities",1998,65.85,120,1,987.75,239760,10264.6023738095
1.9,137,"Humanities",2013,67.16,121,1,9200.92,243573,10203.5117790476
2.84,19,"Humanities",1991,65.37,122,0,1242.03,242902,10279.6969683673
2.21,12,"Humanities",2013,68.98,121,0,827.76,243573,10220.2516524909
2.17,18,"Humanities",1986,68.52,122,1,1233.36,242292,10219.5175038961
2.39,3,"Humanities",2014,67.94,120,1,203.82,241680,10240.9596214286
2.21,7,"Humanities",2008,69.65,127,1,487.55,255016,10225.1845571428
2.21,49,"Humanities",1968,67.12,121,0,3288.88,238128,10221.8147452381
2.77,15,"Humanities",1997,66.82,121,0,1002.3,241637,10276.1084439621
2.38,18,"Humanities",1971,66.29,122,1,1193.22,240462,10237.9195346154
2.22,18,"Humanities",2003,66.93,125,0,1204.74,250375,10224.8804928571
3.46,1,"Humanities",1968,68.5,121,1,68.5,238128,10339.4500535714
2.01,1,"Humanities",1971,64.63,121,0,64.63,238491,10200.014944898
2.15,46,"Humanities",1994,70.13,122,0,3225.98,243268,10214.6296970487
2.99,9,"Humanities",2001,67.71,134,0,609.39,268134,10280.73625
2.66,2,"Humanities",1975,67.5,124,1,135,244900,10268.3331457143
2.82,10,"Humanities",1970,63.3,122,0,633,240340,10274.8292785714
2.3,25,"Humanities",1996,67.74,122,0,1693.5,243512,10232.3075375249
2.79,17,"Humanities",1994,66.09,123,5,1123.53,245262,10279.0535857143
2.96,9,"Humanities",1989,66.22,120,1,595.98,238680,10291.5551056123
3.07,74,"Humanities",1983,67.02,120,0,4959.48,237960,10297.3571714286
3.22,31,"Humanities",1967,67.77,122,0,2100.87,239974,10314.5909547619
2.27,28,"Humanities",1982,65.89,121,1,1844.92,239822,10231.720167033
2.14,6,"Humanities",1962,69.07,121,3,414.42,237402,10222.2470761905
2.2,11,"Humanities",1992,64.74,122,0,712.14,243024,10220.526810034
2.63,18,"Humanities",1977,68.62,120,0,1235.16,237240,10259.7710480953
3.43,1,"Humanities",1967,66.2,122,3,66.2,239974,10334.8568142857
2.56,0,"Humanities",2000,65.2,123,0,0,246000,10257.691830754
2.21,23,"Humanities",1983,66.64,120,3,1532.72,237960,10223.5262877551
2.44,2,"Humanities",1972,65.45,125,1,130.9,246500,10242.7230928572
2.4,9,"Humanities",1965,67.75,126,2,609.75,247590,10241.2843142857
2.7,9,"Humanities",1962,64.75,123,0,582.75,241326,10267.0662589796
1.95,6,"Humanities",2013,71.63,122,3,429.78,245586,10202.0212457143
2.41,65,"Humanities",1983,67.14,121,1,4364.1,239943,10240.5538194139
3.13,6,"Humanities",1986,69.21,123,2,415.26,244278,10305.5097357143
2.83,25,"Humanities",1992,70.63,121,1,1765.75,241032,10280.2682540817
2.34,42,"Humanities",1964,68.29,121,3,2868.18,237644,10235.5795452381
1.88,6,"Humanities",2005,69.21,125,0,415.26,250625,10195.8641428571
2.61,49,"Humanities",1962,66.88,122,0,3277.12,239364,10257.4039261905
2.59,47,"Humanities",1994,70.38,122,1,3307.86,243268,10257.9705523809
2.76,38,"Humanities",1971,70.95,121,4,2696.1,238491,10271.8689083333
2.31,18,"Humanities",2006,68.04,120,1,1224.72,240720,10231.8516142857
2.97,6,"Humanities",1969,70.66,122,0,423.96,240218,10292.0035428572
2.67,22,"Humanities",2012,68.97,121,2,1517.34,243452,10267.5625964286
3.01,37,"Humanities",1976,66.86,123,1,2473.82,243048,10297.5933571429
2.74,22,"Humanities",1990,67.65,122,1,1488.3,242780,10271.7305357143
2.54,26,"Humanities",2000,67.51,121,0,1755.26,242000,10252.2328485406
2.83,7,"Humanities",1981,68.53,122,1,479.71,241682,10279.4062396104
2.69,32,"Humanities",1987,68.7,121,1,2198.4,240427,10268.8450609524
1.85,14,"Humanities",2014,63.7,122,1,891.8,245708,10196.7253147619
2.08,3,"Humanities",2013,66.36,123,0,199.08,247599,10212.2188595238
2.31,25,"Humanities",1985,68.29,120,4,1707.25,238200,10234.1295142857
2.63,10,"Humanities",2012,67.57,123,0,675.7,247476,10263.4054072527
1.56,38,"Humanities",1963,68.58,120,1,2606.04,235560,10166.7893290476
3.04,2,"Humanities",1965,70.65,121,0,141.3,237765,10297.2929559524
3.44,106,"Humanities",1968,69.07,121,0,7321.42,238128,10326.8749452381
2.88,41,"Humanities",1988,65.09,124,1,2668.69,246512,10282.9557214285
2.01,1,"Humanities",1981,66.07,121,1,66.07,239701,10202.8424190476
2.71,18,"Humanities",1969,67.47,122,0,1214.46,240218,10267.8125071429
2.81,4,"Humanities",1975,70.05,125,0,280.2,246875,10281.2078047619
2.14,8,"Humanities",1983,68.11,124,0,544.88,245892,10217.3544142857
2.64,11,"Humanities",1985,73.66,120,0,810.26,238200,10264.50391
2.6,32,"Humanities",1962,72.12,126,1,2307.84,247212,10261.6613910714
2.44,53,"Humanities",2004,69.37,122,0,3676.61,244488,10242.8136541915
3.13,3,"Humanities",1965,66.67,127,0,200.01,249555,10302.8569
1.08,10,"Humanities",2015,69.5,122,0,695,245830,10143.7151809524
2.42,8,"Humanities",1996,69.94,122,1,559.52,243512,10238.6933571428
2.51,6,"Humanities",1980,68.03,123,1,408.18,243540,10251.8774
2.4,1,"Humanities",1994,67.91,122,0,67.91,243268,10242.4971637153
2.99,17,"Humanities",2013,66.17,123,4,1124.89,247599,10291.9684833334
2.16,43,"Humanities",1995,67.44,120,1,2899.92,239400,10222.4027785714
1.63,2,"Humanities",1962,69.11,120,0,138.22,235440,10173.8652642857
2.37,18,"Humanities",2007,66.91,122,1,1204.38,244854,10238.5052857143
1.99,8,"Humanities",1972,69.16,120,0,553.28,236640,10203.1126947681
2.18,4,"Humanities",2015,66.66,121,1,266.64,243815,10220.6213823809
2.6,7,"Humanities",2014,63.07,121,0,441.49,243694,10256.5449971428
2.9,52,"Humanities",1970,67.91,121,3,3531.32,238370,10282.7939214286
1.66,22,"Humanities",1990,66.1,121,1,1454.2,240790,10169.6758071429
2.42,25,"Humanities",2001,64.87,123,1,1621.75,246123,10237.1987
2.95,25,"Humanities",1993,68.6,121,1,1715,241153,10296.2862806123
1.68,10,"Humanities",1991,65.36,122,0,653.6,242902,10174.0709076191
2.58,7,"Humanities",1964,65.17,123,0,456.19,241572,10259.9974267857
2.71,13,"Humanities",2004,68.11,121,0,885.43,242484,10270.7410022955
3.71,2,"Humanities",1985,66.63,122,0,133.26,242170,10358.7164785714
1.63,41,"Humanities",1995,71.12,120,0,2915.92,239400,10168.4240385714
2.43,1,"Humanities",1981,70.01,121,2,70.01,239701,10245.3229452381
3.13,4,"Humanities",1970,69.23,121,2,276.92,238370,10310.6053892857
2.32,8,"Humanities",1966,65.7,122,0,525.6,239852,10232.7985872449
3.34,30,"Humanities",1966,67.19,120,1,2015.7,235920,10327.7787246032
2.19,11,"Humanities",1979,66.82,120,0,735.02,237480,10221.8960716594
2.95,46,"Humanities",1991,66.9,121,1,3077.4,240911,10294.8560112245
2.86,29,"Humanities",1962,67.29,124,1,1951.41,243288,10282.2373157143
2.32,9,"Humanities",2008,67.42,122,0,606.78,244976,10234.9596839534
2.45,25,"Humanities",2007,69.42,120,1,1735.5,240840,10241.3324047619
2.07,26,"Humanities",1990,65.03,121,0,1690.78,240790,10209.3598054762
2.56,2,"Humanities",2000,65.73,121,1,131.46,242000,10257.1300325397
2.49,11,"Humanities",1973,67.11,124,2,738.21,244652,10250.1842
2.41,0,"Humanities",1979,66.8,127,0,0,251333,10247.00945
3.18,9,"Humanities",2009,67.91,120,0,611.19,241080,10308.3042428571
2.41,29,"Humanities",1973,65.41,124,1,1896.89,244652,10237.7961
2.63,7,"Humanities",1990,62.36,121,1,436.52,240790,10262.9851571428
2.74,7,"Humanities",2006,68.91,121,0,482.37,242726,10272.7183674603
2.73,57,"Humanities",1992,67.29,121,0,3835.53,241032,10271.4877190476
2.34,93,"Humanities",2003,66.26,122,0,6162.18,244366,10236.8653326531
1.91,24,"Humanities",2010,65.91,123,1,1581.84,247230,10195.1931742857
2.24,16,"Humanities",1978,65.89,122,3,1054.24,241316,10223.3711229592
3.42,28,"Humanities",1982,72.85,123,3,2039.8,243786,10322.9989
2.56,3,"Humanities",1969,71.95,123,0,215.85,242187,10253.9385968254
2.17,14,"Humanities",2002,70.44,125,0,986.16,250250,10217.384642967
2.84,14,"Humanities",1982,68.33,125,1,956.62,247750,10284.3068833333
2.8,13,"Humanities",1975,69.22,123,1,899.86,242925,10281.7378923809
1.93,48,"Humanities",1974,65.93,121,1,3164.64,238854,10197.8138076191
2.25,8,"Humanities",1989,64.74,120,1,517.92,238680,10228.9227528571
2.24,30,"Humanities",1990,70.56,123,0,2116.8,244770,10225.3342715385
2.71,16,"Humanities",1983,71.66,120,1,1146.56,237960,10269.5998410714
1.73,20,"Humanities",1964,69.23,121,2,1384.6,237644,10177.3492333333
2.68,23,"Humanities",2004,65.83,120,1,1514.09,240480,10261.2921671429
2.83,2,"Humanities",2012,64.44,125,2,128.88,251500,10280.9884928571
3.06,38,"Humanities",1996,67.88,121,1,2579.44,241516,10305.4762507483
2.36,41,"Humanities",2004,66.27,120,1,2717.07,240480,10239.6485380952
2.7,15,"Humanities",1986,68.52,126,0,1027.8,250236,10270.23455
3.12,12,"Humanities",2008,69.18,121,0,830.16,242968,10303.4796214286
2.34,22,"Humanities",1984,68.37,121,1,1504.14,240064,10236.7086271429
1.78,5,"Humanities",1990,68.66,121,7,343.3,240790,10181.3991357143
3.15,17,"Humanities",2005,68.52,129,1,1164.84,258645,10299.2060142857
3.41,6,"Humanities",1965,66.5,121,3,399,237765,10336.0150464286
2.67,1,"Humanities",1976,75.89,126,0,75.89,248976,10263.1978384354
2.56,29,"Humanities",2000,67.95,122,1,1970.55,244000,10254.5313714286
2.93,3,"Humanities",1997,69.33,121,1,207.99,241637,10292.5444428571
2.46,40,"Humanities",1992,70.19,123,0,2807.6,245016,10243.5505858242
3.02,1,"Humanities",1981,68.12,121,1,68.12,239701,10301.0134652381
3.08,9,"Humanities",1998,64.94,121,1,584.46,241758,10308.0888042857
3.16,40,"Humanities",1962,65.65,129,0,2626,253098,10302.6460142857
2.95,17,"Humanities",2004,64.22,123,1,1091.74,246492,10291.7350333334
2.77,73,"Humanities",1985,66.37,121,1,4845.01,240185,10271.6759904762
2.44,5,"Humanities",1981,68.7,122,2,343.5,241682,10241.377278726
1.98,29,"Humanities",1986,68.49,121,0,1986.21,240306,10197.9585142857
2.86,9,"Humanities",1970,65.25,121,1,587.25,238370,10282.4632678571
1.54,11,"Humanities",2012,67.24,123,0,739.64,247476,10163.3629147619
2.76,4,"Humanities",1978,68.8,120,0,275.2,237360,10272.4950961905
3.11,24,"Humanities",1975,67.4,122,1,1617.6,240950,10306.3101571429
3.14,23,"Humanities",1978,70.62,121,1,1624.26,239338,10308.1968738096
2.48,54,"Humanities",1973,66.7,125,0,3601.8,246625,10245.7146642857
2.42,8,"Humanities",1968,68.26,121,1,546.08,238128,10242.1223107143
2.09,21,"Humanities",1977,68.42,123,0,1436.82,243171,10211.0076071428
2.58,7,"Humanities",1964,67.88,120,1,475.16,235680,10263.5830666667
1.41,16,"Humanities",1992,68.59,121,0,1097.44,241032,10147.5045242857
1.9,5,"Humanities",1990,68.12,120,0,340.6,238800,10193.482125671
2.46,7,"Humanities",2003,72.62,124,0,508.34,248372,10247.1706720635
2.85,50,"Humanities",2011,70.46,120,0,3523,241320,10279.2815722222
2.21,29,"Humanities",1990,67.37,122,4,1953.73,242780,10222.5427428571
2.23,7,"Humanities",1979,67.14,121,0,469.98,239459,10226.6139498901
3.14,8,"Humanities",2011,67.18,121,1,537.44,243331,10310.1048071429
2.78,20,"Humanities",1977,66.28,121,1,1325.6,239217,10274.7459642857
2.82,2,"Humanities",2006,71.09,121,0,142.18,242726,10279.6564674603
2.71,1,"Humanities",1982,72.74,123,1,72.74,243786,10268.8301479592
2.99,35,"Humanities",2006,63.04,122,0,2206.4,244732,10296.3080214286
1.57,19,"Humanities",1985,71.36,121,0,1355.84,240185,10162.591157619
2.48,4,"Humanities",2001,67.42,122,1,269.68,244122,10247.6468628572
2.89,6,"Humanities",2009,66.52,121,4,399.12,243089,10286.4785785715
2.37,1,"Humanities",1992,65.49,122,4,65.49,243024,10237.4440646259
3.11,42,"Humanities",1998,68.71,120,1,2885.82,239760,10308.3132871429
2.64,16,"Humanities",1972,68.03,121,1,1088.48,238612,10264.7930515306
1.64,1,"Humanities",1962,65.68,128,0,65.68,251136,10180.3444142857
2.91,2,"Humanities",1968,66.64,121,1,133.28,238128,10289.0858307143
2.91,10,"Humanities",2002,66.17,122,1,661.7,244244,10290.8581964286
2.81,4,"Humanities",1980,67.42,126,0,269.68,249480,10282.123402381
2.65,43,"Humanities",1970,69.22,121,0,2976.46,238370,10262.5418446429
1.46,2,"Humanities",1994,68.05,120,0,136.1,239280,10156.9670766667
3,25,"Humanities",1989,68.05,121,1,1701.25,240669,10299.2666190816
1.97,35,"Humanities",1963,66.63,125,0,2332.05,245375,10201.2204829932
2.1,10,"Humanities",1992,71.4,124,0,714,247008,10211.4054428572
1.16,26,"Humanities",1962,64.49,123,2,1676.74,241326,10148.5780333333
2.48,3,"Humanities",1977,67.62,120,3,202.86,237240,10252.2907734694
2.04,22,"Humanities",1975,64.82,121,0,1426.04,238975,10208.4927333333
2.5,9,"Humanities",1981,69.57,124,2,626.13,245644,10251.2184
2.6,20,"Humanities",2011,65.72,124,0,1314.4,249364,10259.1390166667
2.33,9,"Humanities",1962,71.85,121,2,646.65,237402,10237.8319307823
2.28,11,"Humanities",1981,71.29,123,0,784.19,243663,10228.4589738095
2.43,15,"Humanities",2003,66.86,122,1,1002.9,244366,10241.4927
1.83,9,"Humanities",1973,68.94,120,0,620.46,236760,10188.8107557143
2.84,18,"Humanities",1970,63.86,121,2,1149.48,238370,10278.2089164286
2.14,10,"Humanities",1972,69.14,124,1,691.4,244528,10215.4123714285
2.53,30,"Humanities",1996,68.31,125,3,2049.3,249500,10251.8047583333
1.95,4,"Humanities",2009,70.31,122,0,281.24,245098,10200.1905933333
2.23,1,"Humanities",2012,71.13,122,2,71.13,245464,10228.1823028571
2.82,22,"Humanities",2011,63.95,121,1,1406.9,243331,10279.5996511905
1.86,36,"Humanities",1982,67.53,121,0,2431.08,239822,10188.3158219048
2.18,41,"Humanities",1997,67.09,121,1,2750.69,241637,10224.8903571429
2.59,23,"Humanities",1972,69.28,121,4,1593.44,238612,10257.0602785714
2.81,13,"Humanities",1980,68.93,120,1,896.09,237600,10279.4017571429
1.88,46,"Humanities",1991,70.08,121,0,3223.68,240911,10191.2872076191
2.79,37,"Humanities",1969,67.1,121,0,2482.7,238249,10272.3702285714
1.94,13,"Humanities",2015,66.04,120,0,858.52,241800,10201.2974052381
3.17,29,"Humanities",1967,67.58,122,1,1959.82,239974,10312.3136357143
2.71,27,"Humanities",2004,71.03,122,0,1917.81,244488,10268.3440215419
2.6,16,"Humanities",1973,67.27,121,2,1076.32,238733,10260.7478404762
3.04,17,"Humanities",2000,67.3,120,0,1144.1,240000,10299.3627428572
2.2,5,"Humanities",1978,69.12,120,2,345.6,237360,10224.5961110204
2.99,37,"Humanities",1982,66.35,121,0,2454.95,239822,10296.6311642857
2.05,18,"Humanities",2004,65.24,122,1,1174.32,244488,10208.3025980952
3.15,3,"Humanities",1987,70.62,125,1,211.86,248375,10308.9037571429
3.57,75,"Humanities",1998,65.51,121,1,4913.25,241758,10335.2092166667
3.16,27,"Humanities",2014,72.34,120,0,1953.18,241680,10305.3094896259
1.99,45,"Humanities",1962,66.43,121,1,2989.35,237402,10204.780314762
2.33,3,"Humanities",2008,68.33,122,1,204.99,244976,10233.013625
3.01,4,"Humanities",2006,66.65,123,2,266.6,246738,10294.2756642857
2.02,7,"Humanities",1989,65.35,122,0,457.45,242658,10206.53705
3.1,6,"Humanities",1969,69.43,120,2,416.58,236280,10306.051544898
3.25,9,"Humanities",1975,69.95,121,1,629.55,238975,10319.2850964286
2.14,66,"Humanities",2008,67.29,122,1,4441.14,244976,10209.8583928571
2.36,34,"Humanities",1978,69.81,123,0,2373.54,243294,10236.8283
2.16,14,"Humanities",1992,65.81,123,1,921.34,245016,10218.5980857143
2.53,12,"Humanities",1970,66.7,121,1,800.4,238370,10253.5289785714
2.93,28,"Humanities",2001,67.01,123,0,1876.28,246123,10288.6190388889
3.12,9,"Humanities",1985,69.43,127,0,624.87,252095,10303.7987642857
2.23,2,"Humanities",1979,69.09,121,4,138.18,239459,10228.5868547619
2.45,18,"Humanities",1965,71.71,121,6,1290.78,237765,10250.3289261905
1.95,20,"Humanities",1986,64.6,123,1,1292,244278,10200.1717219047
1.87,32,"Humanities",2014,68.99,120,0,2207.68,241680,10193.0625061905
2.85,10,"Humanities",2015,67.43,122,1,674.3,245830,10284.8180357143
2.48,91,"Humanities",2005,66.79,122,0,6077.89,244610,10246.2603540817
1.56,12,"Humanities",1985,68.29,121,0,819.48,240185,10154.8286528571
1.68,6,"Humanities",1979,69.98,122,2,419.88,241438,10170.6351867347
2.75,25,"Humanities",1985,65.41,121,1,1635.25,240185,10272.6665154762
2.45,11,"Humanities",2000,69.91,121,1,769.01,242000,10243.8998263492
2.17,96,"Humanities",1969,68.53,124,2,6578.88,244156,10220.6184428571
1.83,24,"Humanities",1984,66.72,121,1,1601.28,240064,10187.2128042858
2.9,9,"Humanities",1987,66.94,123,2,602.46,244401,10285.916885
1.66,41,"Humanities",1990,65.13,122,1,2670.33,242780,10171.3873219048
2.18,5,"Humanities",1976,69.53,122,2,347.65,241072,10222.4553117347
3.07,8,"Humanities",1970,67.84,122,1,542.72,240340,10303.5120614286
2.51,21,"Humanities",1987,68.42,121,0,1436.82,240427,10250.4706370146
2.5,11,"Humanities",1964,64.73,124,1,712.03,243536,10251.093
1.88,5,"Humanities",1962,64.21,120,0,321.05,235440,10199.5647090538
2.3,13,"Humanities",1995,67.47,127,0,877.11,253365,10233.5158001099
1.98,28,"Humanities",1965,69.27,120,1,1939.56,235800,10206.5550626551
1.92,6,"Humanities",1965,68.67,122,2,412.02,239730,10198.2365295919
2.85,7,"Humanities",2001,68.04,124,0,476.28,248124,10280.6675285714
2.98,9,"Humanities",1979,70.05,122,0,630.45,241438,10291.48812
2.88,25,"Humanities",2008,67.05,123,0,1676.25,246984,10280.3642460317
2.42,9,"Humanities",2008,70.99,121,0,638.91,242968,10238.8913285714
3.11,14,"Humanities",1989,70.12,121,0,981.68,240669,10304.6090964286
3.25,12,"Humanities",1994,69.37,123,1,832.44,245262,10319.3124857143
2.35,28,"Humanities",1974,67.42,123,2,1887.76,242802,10236.5726295918
2.13,2,"Humanities",1975,68.02,126,0,136.04,248850,10215.7381571428
2.42,12,"Humanities",2000,64.74,121,1,776.88,242000,10240.2561549206
2.59,37,"Humanities",1965,69.39,122,1,2567.43,239730,10260.5102928572
2.7,26,"Humanities",1965,66.75,120,0,1735.5,235800,10269.5283493651
2.36,6,"Humanities",1964,66.53,120,0,399.18,235680,10240.9940080087
2.09,9,"Humanities",1987,69.16,127,1,622.44,252349,10213.0716642857
1.86,6,"Humanities",1989,70.58,121,2,423.48,240669,10186.8653967347
2.51,5,"Humanities",2014,65.02,122,1,325.1,245708,10252.5555666667
2.74,2,"Humanities",1974,69.33,120,1,138.66,236880,10273.59705
2.87,12,"Humanities",2013,65.24,121,0,782.88,243573,10282.6835194383
2.26,37,"Humanities",1985,65.96,121,3,2440.52,240185,10227.534717033
2.98,45,"Humanities",1971,64.97,121,2,2923.65,238491,10292.3338726191
1.8,14,"Humanities",1993,68.76,125,0,962.64,249125,10185.0288642857
2.01,15,"Humanities",1993,65.19,122,1,977.85,243146,10203.9180504762
2.43,0,"Humanities",1961,64.73,120,1,0,235320,10244.6832857143
3.05,11,"Humanities",1995,64.79,120,0,712.69,239400,10302.2017020408
2.43,0,"Humanities",2008,67.29,122,0,0,244976,10245.2347445578
2.53,11,"Humanities",2011,65.01,121,1,715.11,243331,10254.706888254
2.66,10,"Humanities",1976,68.51,122,0,685.1,241072,10266.8628809524
1.83,1,"Humanities",2007,66.94,122,0,66.94,244854,10190.0996219048
1.98,8,"Humanities",1970,67.87,122,2,542.96,240340,10204.0488667347
2.17,12,"Humanities",1986,67.13,123,0,805.56,244278,10219.4714257143
2.46,21,"Humanities",1981,63.77,121,0,1339.17,239701,10246.0631706044
2.97,5,"Humanities",1979,71.43,120,1,357.15,237480,10294.9033571429
3.16,4,"Humanities",1986,63.52,120,1,254.08,238320,10302.9449591837
2.62,140,"Humanities",1975,68.7,121,0,9618,238975,10257.8469339286
2.65,4,"Humanities",1969,66.05,120,1,264.2,236280,10272.5962227891
2.15,8,"Humanities",1967,66.52,122,1,532.16,239974,10215.3120714286
2.1,36,"Humanities",1983,68.92,121,0,2481.12,239943,10205.1557642858
2.31,58,"Humanities",2008,70.11,120,1,4066.38,240960,10225.1017857143
2.28,10,"Humanities",2012,68.99,123,1,689.9,247476,10229.1354738095
2.82,11,"Humanities",1968,70.44,120,0,774.84,236160,10279.9757785714
2.77,6,"Humanities",2004,64.34,121,1,386.04,242484,10275.4751392857
2.29,36,"Humanities",1994,69.71,130,0,2509.56,259220,10231.4393072527
3.48,82,"Humanities",1991,67.65,127,1,5547.3,252857,10327.4587642858
2.74,14,"Humanities",1963,66.23,121,0,927.22,237523,10273.446675
2.75,57,"Humanities",1971,74,120,1,4218,236520,10268.0294674603
2.08,3,"Humanities",2013,67.65,121,1,202.95,243573,10211.960547619
2.76,28,"Humanities",2013,66.66,120,1,1866.48,241560,10272.9691931973
2.42,7,"Humanities",1983,69.04,120,1,483.28,237960,10242.0204761905
2.69,6,"Humanities",1983,67.51,123,0,405.06,243909,10268.4105095238
2.42,30,"Humanities",1979,70.12,121,1,2103.6,239459,10241.4278545238
2.73,15,"Humanities",2000,66.45,121,0,996.75,242000,10270.4930142002
3.2,90,"Humanities",2005,66.1,121,0,5949,242605,10304.58939
2.51,14,"Humanities",1996,67.13,123,1,939.82,245508,10250.1234809524
2.71,13,"Humanities",1979,64.92,123,4,843.96,243417,10268.0976785714
2.47,30,"Humanities",1972,71.74,121,1,2152.2,238612,10247.4271476191
2.52,16,"Humanities",1964,69.89,120,4,1118.24,235680,10252.7383785714
2.5,11,"Humanities",1995,66.5,121,0,731.5,241395,10249.7084174603
3.43,15,"Humanities",2015,69.21,123,1,1038.15,247845,10330.7271657143
2.46,19,"Humanities",1971,68.86,123,1,1308.34,242433,10246.5977557823
2.81,4,"Humanities",1971,67.33,120,0,269.32,236520,10277.6808504762
2.9,20,"Humanities",1975,71.78,120,0,1435.6,237000,10281.3617619047
2.51,56,"Vocational",1984,67.17,120,0,3761.52,238080,13248.8168755952
3.29,7,"Vocational",2012,67.34,127,2,471.38,255524,13311.9080642857
2.32,92,"Vocational",1978,64.94,123,1,5974.48,243294,13238.8557785714
2.17,8,"Vocational",2004,64.86,122,2,518.88,244488,13217.2762714285
2.7,12,"Vocational",2001,66.02,124,2,792.24,248124,13270.9283857143
2.22,2,"Vocational",1964,66.32,123,0,132.64,241572,13220.9236953416
2.6,19,"Vocational",2004,67.34,122,0,1279.46,244488,13255.5295768538
2.13,45,"Vocational",2000,69.37,121,1,3121.65,242000,13218.1993085714
2.34,14,"Vocational",1998,67.38,121,1,943.32,241758,13236.504828022
2.49,73,"Vocational",1961,70.89,121,1,5174.97,237281,13248.220117619
2.25,19,"Vocational",2008,69.97,121,1,1329.43,242968,13225.0981214286
2.47,69,"Vocational",1994,68.17,124,0,4703.73,247256,13243.3015071429
2.54,1,"Vocational",1984,68.13,122,0,68.13,242048,13258.2994785715
2.14,6,"Vocational",1996,65.93,122,0,395.58,243512,13214.4536715321
1.79,19,"Vocational",1966,65.03,120,1,1235.57,235920,13191.8729464286
2.11,2,"Vocational",1969,71.69,122,1,143.38,240218,13216.7056428571
2.66,7,"Vocational",2006,67.89,121,0,475.23,242726,13265.0571305714
2.47,9,"Vocational",1965,68.01,121,0,612.09,237765,13248.5104581633
3.29,46,"Vocational",1966,66.86,121,0,3075.56,237886,13326.7382214286
2.72,7,"Vocational",2000,65.5,130,0,458.5,260000,13258.0631928572
2,91,"Vocational",1968,68.05,121,0,6192.55,238128,13211.3776895238
2.81,9,"Vocational",1994,67.49,124,1,607.41,247256,13280.5815157143
2.91,7,"Vocational",1998,67.46,121,1,472.22,241758,13290.0097146998
2.52,24,"Vocational",1972,66.16,121,1,1587.84,238612,13252.3513984127
2.78,7,"Vocational",2005,70.42,122,3,492.94,244610,13272.8745857143
1.31,31,"Vocational",2011,71.81,124,1,2226.11,249364,13158.9309761905
2.42,1,"Vocational",2007,67.99,120,0,67.99,240840,13243.1780587797
2.98,46,"Vocational",2015,69.17,123,4,3181.82,247845,13286.2122357143
1.87,1,"Vocational",1983,70.16,122,1,70.16,241926,13191.4847190476
2.08,45,"Vocational",1976,66.02,121,0,2970.9,239096,13208.9895071429
2.64,6,"Vocational",1996,67.54,121,0,405.24,241516,13262.8137928571
2.37,11,"Vocational",1976,72.41,121,1,796.51,239096,13239.2084606122
2.1,17,"Vocational",1967,67.22,122,1,1142.74,239974,13214.5014457143
2.02,1,"Vocational",2001,69.19,121,3,69.19,242121,13205.1584228572
2.51,123,"Vocational",2009,65.46,121,1,8051.58,243089,13256.6810261904
2.23,14,"Vocational",2013,67.55,122,0,945.7,245586,13221.1767452381
2.76,0,"Vocational",1980,68.44,120,0,0,237600,13269.9207647619
2.81,16,"Vocational",1962,67.97,124,0,1087.52,243288,13276.3933595238
2.43,5,"Vocational",1967,65.17,122,2,325.85,239974,13243.3960142857
1.85,48,"Vocational",1999,70.88,120,0,3402.24,239880,13191.3704785714
1.29,11,"Vocational",1962,68.11,122,1,749.21,239364,13151.975165873
2.82,2,"Vocational",1977,64.68,120,2,129.36,237240,13281.0629714286
2.05,31,"Vocational",2010,70.39,121,0,2182.09,243210,13206.6671166667
3.19,3,"Vocational",1997,68.19,120,0,204.57,239640,13316.3787292857
2.2,8,"Vocational",1995,65.61,128,4,524.88,255360,13219.3280530612
2.74,66,"Vocational",1962,68.24,123,0,4503.84,241326,13272.8957444444
3.37,6,"Vocational",1964,68.5,123,1,411,241572,13333.4229928571
2.82,7,"Vocational",2010,65.89,122,1,461.23,245220,13279.0239228572
2.29,22,"Vocational",1996,68.07,122,5,1497.54,243512,13232.7888142857
3,17,"Vocational",2005,68.52,121,0,1164.84,242605,13298.5301457202
2.56,13,"Vocational",1999,65.82,120,1,855.66,239880,13258.0064990476
3.03,16,"Vocational",2006,67.02,121,3,1072.32,242726,13302.2718694617
2.63,10,"Vocational",2009,64.28,121,0,642.8,243089,13257.8119115238
2.73,7,"Vocational",1964,69.47,121,0,486.29,237644,13271.5994104762
1.82,99,"Vocational",1968,65.27,122,1,6461.73,240096,13197.1277692857
2.78,43,"Vocational",1987,70.18,122,1,3017.74,242414,13277.3958957143
3.01,22,"Vocational",1987,70.74,120,3,1556.28,238440,13298.1007761905
2.42,17,"Vocational",1969,70.98,121,0,1206.66,238249,13237.0128071429
2.11,2,"Vocational",1977,61.28,123,0,122.56,243171,13217.0357560559
1.87,17,"Vocational",1976,68.65,121,0,1167.05,239096,13191.4461821429
3.16,37,"Vocational",2000,65.74,121,1,2432.38,242000,13316.8826238095
2.67,48,"Vocational",1999,69.53,122,1,3337.44,243878,13264.0387127273
1.89,65,"Vocational",1999,69.29,121,5,4503.85,241879,13199.4180857143
